case_id,method,documents,phase,leaf_size,node_budget,key_bits,candidate_target,recall,p50_ms,predicted_p50_ms,p50_error_percent,p95_ms,predicted_p95_ms,within_twenty_percent,logical_index_bytes,array_capacity_bytes,rss_before_queries,sampled_query_peak,lifetime_peak_bytes,budget_status,mean_scored,mean_split_words,mean_leaf_words,mean_key_attempts,max_mask_bytes,max_key_queue_bytes,power_unchanged
0,keys,32768,check,0,0,8,0,1.0,0.8682501502335072,0.8991913898295212,3.5636319311540214,0.9353057714179157,0.9006032515695739,True,1315840,1310720,49102848,53559296,53559296,fits_by_lifetime_peak,32768.0,0.0,0.0,256.0,0,2048,True
1,branch,16384,fit,8,0,0,0,1.0,2.483270363882184,2.5139314310235936,1.2347051528242001,2.5947252986952662,2.5205349300559488,True,1179648,1179648,50528256,54968320,54968320,fits_by_lifetime_peak,16384.0,755392.0,755136.0,0.0,1396736,0,True
2,branch,4096,fit,128,0,0,0,1.0,0.1437915489077568,0.2254267928738128,56.77332540483691,0.1645562471821904,0.2264430361843222,False,294912,294912,48627712,52166656,52166656,fits_by_lifetime_peak,4096.0,2928.0,2992.0,0.0,10240,0,True
3,branch,4096,fit,32,512,0,0,1.0,0.18714554607868195,0.24462802199320596,30.715385494857866,0.2078606281429529,0.24592648636523048,False,294912,294912,48611328,48758784,48758784,fits_by_lifetime_peak,4096.0,11840.0,11904.0,0.0,28160,0,True
4,branch,16384,fit,32,512,0,0,0.7537499999999999,0.29754149727523327,0.36572197463448664,22.91461123360038,0.34494735300540924,0.3793930476433294,False,1179648,1179648,49463296,49528832,49561600,fits_by_lifetime_peak,4161.25,83776.0,47296.0,0.0,352256,0,True
5,keys,8192,check,0,0,12,1000,0.27749999999999997,0.0654999166727066,0.06737299547347017,2.859665929230207,0.07682954892516135,0.06808109965300015,True,398840,327680,48726016,48840704,49004544,fits_by_lifetime_peak,1001.375,0.0,0.0,504.0,0,8192,True
6,branch,2048,check,8,512,0,0,0.9187500000000001,0.09954161942005157,0.08641383044597586,-13.188241311082448,0.11277163866907358,0.08696283037164218,True,147456,147456,48431104,48611328,48611328,fits_by_lifetime_peak,1257.0,9280.0,7104.0,0.0,25088,0,True
7,branch,32768,check,128,512,0,0,0.9575,0.9257704950869083,1.2939279776767683,39.76768373410933,1.006776629947126,1.3500333269942153,False,2359296,2359296,51331072,51527680,51937280,fits_by_lifetime_peak,19078.75,152192.0,109952.0,0.0,434176,0,True
8,branch,262144,fit,32,0,0,0,1.0,125.53289602510631,119.80100408940166,-4.566047719123986,130.19618939142674,120.18318606018373,True,18874368,18874368,156188672,160972800,160972800,fits_by_lifetime_peak,262144.0,48776704.0,48780800.0,0.0,82378752,0,True
9,keys,2048,check,0,0,4,1000,0.62375,0.044666463509202003,0.05434474176512951,21.66788569221207,0.054495315998792634,0.05692942195292136,False,82240,81920,48513024,48627712,48627712,fits_by_lifetime_peak,1066.75,0.0,0.0,8.375,0,128,True
10,keys,16384,fit,0,0,8,0,1.0,0.46339607797563076,0.4661032293683533,0.5841981668357807,0.48966885078698397,0.46715147949221175,True,660480,655360,48644096,52707328,52707328,fits_by_lifetime_peak,16384.0,0.0,0.0,256.0,0,2048,True
11,keys,32768,check,0,0,12,1000,0.095,0.05029141902923584,0.05581700931123679,10.987143311245132,0.061062350869178765,0.05678522098381666,True,1392620,1310720,49643520,49823744,50708480,fits_by_lifetime_peak,1003.75,0.0,0.0,127.25,0,4096,True
12,scan,4096,fit,0,0,0,0,1.0,0.12141698971390724,0.12743622741927946,4.957492126559258,0.1371168531477451,0.12858468785216653,True,163840,163840,48857088,52232192,52232192,fits_by_lifetime_peak,4096.0,0.0,0.0,0.0,0,0,True
